user_id,behaviour_type,impulse_sensitivity,self_control_factor,base_spend_mean,base_txn_probability
3064,Weekend_Impulse,0.677,0.563,872.06,0.5
3065,Disciplined,0.381,0.75,780.07,0.4
3066,Salary_Splurger,0.684,0.472,1620.92,0.5
3067,Disciplined,0.308,0.636,738.64,0.4
3068,Salary_Splurger,0.68,0.436,1508.16,0.5
3069,Disciplined,0.479,0.687,660.05,0.4
3070,Salary_Splurger,0.775,0.451,1249.27,0.5
3071,Disciplined,0.31,0.695,743.02,0.4
3072,Disciplined,0.477,0.784,850.36,0.4
3073,Disciplined,0.494,0.778,777.3,0.4
3074,Disciplined,0.464,0.676,719.7,0.4
3075,Disciplined,0.487,0.785,857.86,0.4
3076,Weekend_Impulse,0.637,0.446,973.45,0.5
3077,Disciplined,0.474,0.625,608.21,0.4
3078,Weekend_Impulse,0.516,0.573,359.56,0.5
3079,Weekend_Impulse,0.537,0.406,1092.3,0.5
3080,Salary_Splurger,0.797,0.301,1814.65,0.5
3081,Disciplined,0.368,0.761,806.38,0.4
3082,Disciplined,0.411,0.767,779.03,0.4
3083,Emotional_Night,0.792,0.242,401.32,0.6
3084,Weekend_Impulse,0.508,0.429,1687.65,0.5
3085,Disciplined,0.4,0.696,767.27,0.4
3086,Disciplined,0.372,0.785,723.04,0.4
3087,Salary_Splurger,0.514,0.591,1610.46,0.5
3088,Emotional_Night,0.849,0.32,918.75,0.6
3089,Weekend_Impulse,0.631,0.436,786.48,0.5
3090,Disciplined,0.415,0.603,824.18,0.4
3091,Disciplined,0.413,0.786,721.25,0.4
3092,Disciplined,0.346,0.777,851.54,0.4
3093,Disciplined,0.451,0.632,724.82,0.4
3094,Emotional_Night,0.757,0.494,349.96,0.6
3095,Weekend_Impulse,0.564,0.555,1172.58,0.5
3096,Disciplined,0.481,0.648,696.49,0.4
3097,Weekend_Impulse,0.551,0.525,677.54,0.5
3098,Disciplined,0.439,0.722,726.77,0.4
3099,Disciplined,0.356,0.616,950.35,0.4
3100,Emotional_Night,0.738,0.417,118.15,0.6
3101,Weekend_Impulse,0.502,0.591,1027.33,0.5
3102,Weekend_Impulse,0.64,0.599,1119.17,0.5
3103,Emotional_Night,0.743,0.238,1277.02,0.6
3104,Emotional_Night,0.759,0.34,881.26,0.6
3105,Disciplined,0.453,0.635,940.61,0.4
3106,Emotional_Night,0.806,0.25,1011.38,0.6
3107,Disciplined,0.356,0.676,891.32,0.4
3108,Salary_Splurger,0.652,0.374,1813.79,0.5
3109,Disciplined,0.428,0.722,664.19,0.4
3110,Salary_Splurger,0.602,0.48,1148.02,0.5
3111,Disciplined,0.466,0.636,823.52,0.4
3112,Emotional_Night,0.841,0.213,620.25,0.6
3113,Disciplined,0.455,0.663,795.93,0.4
3114,Emotional_Night,0.747,0.472,266.68,0.6
3115,Weekend_Impulse,0.53,0.406,923.54,0.5
3116,Disciplined,0.468,0.697,767.49,0.4
3117,Weekend_Impulse,0.676,0.408,784.71,0.5
3118,Disciplined,0.31,0.8,683.7,0.4
3119,Weekend_Impulse,0.619,0.598,1185.91,0.5
3120,Weekend_Impulse,0.58,0.499,1146.3,0.5
3121,Weekend_Impulse,0.57,0.492,942.16,0.5
3122,Disciplined,0.474,0.751,906.89,0.4
3123,Disciplined,0.413,0.787,759.36,0.4
3124,Disciplined,0.408,0.6,933.59,0.4
3125,Weekend_Impulse,0.639,0.414,756.17,0.5
3126,Emotional_Night,0.731,0.49,708.56,0.6
3127,Emotional_Night,0.753,0.255,295.62,0.6
3128,Disciplined,0.315,0.629,664.69,0.4
3129,Salary_Splurger,0.741,0.372,1212.23,0.5
3130,Disciplined,0.489,0.701,799.55,0.4
3131,Disciplined,0.409,0.633,862.82,0.4
3132,Emotional_Night,0.851,0.367,767.98,0.6
3133,Disciplined,0.496,0.751,819.04,0.4
3134,Disciplined,0.471,0.669,765.48,0.4
3135,Salary_Splurger,0.783,0.438,2152.01,0.5
3136,Weekend_Impulse,0.519,0.412,1002.27,0.5
3137,Disciplined,0.406,0.614,927.29,0.4
3138,Emotional_Night,0.802,0.498,160.89,0.6
3139,Weekend_Impulse,0.552,0.522,1218.21,0.5
3140,Disciplined,0.474,0.714,776.7,0.4
3141,Disciplined,0.437,0.788,704.34,0.4
3142,Emotional_Night,0.88,0.383,43.98,0.6
3143,Disciplined,0.37,0.734,755.48,0.4
3144,Disciplined,0.394,0.693,749.61,0.4
3145,Weekend_Impulse,0.586,0.461,851.25,0.5
3146,Salary_Splurger,0.54,0.599,1712.06,0.5
3147,Disciplined,0.47,0.792,810.35,0.4
3148,Emotional_Night,0.755,0.21,580.49,0.6
3149,Disciplined,0.418,0.744,777.68,0.4
3150,Weekend_Impulse,0.656,0.503,985.27,0.5
3151,Weekend_Impulse,0.52,0.442,1061.86,0.5
3152,Weekend_Impulse,0.519,0.527,1144.99,0.5
3153,Disciplined,0.371,0.628,810.41,0.4
3154,Disciplined,0.35,0.707,809.84,0.4
3155,Disciplined,0.367,0.666,840.81,0.4
3156,Weekend_Impulse,0.599,0.474,1148.01,0.5
3157,Emotional_Night,0.757,0.21,629.28,0.6
3158,Disciplined,0.38,0.752,852.92,0.4
3159,Disciplined,0.44,0.785,764.17,0.4
3160,Disciplined,0.343,0.671,701.97,0.4
3161,Disciplined,0.382,0.697,750.66,0.4
3162,Disciplined,0.396,0.727,801.22,0.4
3163,Disciplined,0.378,0.61,794.37,0.4
3164,Disciplined,0.459,0.797,817.9,0.4
3165,Salary_Splurger,0.797,0.588,1227.89,0.5
3166,Disciplined,0.469,0.713,863.29,0.4
3167,Weekend_Impulse,0.65,0.483,889.23,0.5
3168,Disciplined,0.327,0.667,805.92,0.4
3169,Disciplined,0.459,0.731,726.63,0.4
3170,Emotional_Night,0.754,0.321,565.72,0.6
3171,Disciplined,0.368,0.797,785.82,0.4
3172,Disciplined,0.442,0.688,867.39,0.4
3173,Disciplined,0.382,0.704,693.89,0.4
3174,Salary_Splurger,0.528,0.342,1090.67,0.5
3175,Disciplined,0.319,0.702,901.46,0.4
3176,Disciplined,0.398,0.729,851.5,0.4
3177,Disciplined,0.372,0.617,732.18,0.4
3178,Disciplined,0.499,0.799,887.7,0.4
3179,Disciplined,0.41,0.601,875.73,0.4
3180,Weekend_Impulse,0.518,0.433,1122.83,0.5
3181,Disciplined,0.457,0.627,838.91,0.4
3182,Disciplined,0.474,0.632,825.39,0.4
3183,Salary_Splurger,0.548,0.504,1382.07,0.5
3184,Weekend_Impulse,0.606,0.456,1260.27,0.5
3185,Weekend_Impulse,0.555,0.4,1215.64,0.5
3186,Weekend_Impulse,0.611,0.57,1217.93,0.5
3187,Weekend_Impulse,0.544,0.419,1326.61,0.5
3188,Weekend_Impulse,0.632,0.487,1427.68,0.5
3189,Disciplined,0.444,0.731,822.62,0.4
3190,Disciplined,0.418,0.612,685.73,0.4
3191,Disciplined,0.441,0.784,831.66,0.4
3192,Disciplined,0.36,0.646,891.44,0.4
3193,Weekend_Impulse,0.601,0.501,820.0,0.5
3194,Salary_Splurger,0.758,0.383,1410.33,0.5
3195,Disciplined,0.345,0.723,836.53,0.4
3196,Emotional_Night,0.848,0.32,1264.08,0.6
3197,Weekend_Impulse,0.691,0.442,944.78,0.5
3198,Weekend_Impulse,0.635,0.516,890.81,0.5
3199,Salary_Splurger,0.681,0.526,1283.88,0.5
3200,Disciplined,0.466,0.618,967.15,0.4
3201,Salary_Splurger,0.576,0.587,1435.61,0.5
3202,Disciplined,0.342,0.621,891.28,0.4
3203,Disciplined,0.339,0.682,858.98,0.4
3204,Emotional_Night,0.78,0.454,510.33,0.6
3205,Weekend_Impulse,0.627,0.485,1018.77,0.5
3206,Weekend_Impulse,0.553,0.455,1017.59,0.5
3207,Weekend_Impulse,0.691,0.593,1047.84,0.5
3208,Salary_Splurger,0.676,0.32,1169.3,0.5
3209,Disciplined,0.353,0.787,852.67,0.4
3210,Emotional_Night,0.813,0.253,693.6,0.6
3211,Weekend_Impulse,0.536,0.54,1200.11,0.5
3212,Disciplined,0.496,0.776,705.95,0.4
3213,Weekend_Impulse,0.568,0.417,1006.87,0.5
3214,Emotional_Night,0.702,0.349,842.08,0.6
3215,Disciplined,0.417,0.613,654.46,0.4
3216,Salary_Splurger,0.584,0.522,1748.78,0.5
3217,Emotional_Night,0.714,0.238,1169.08,0.6
3218,Disciplined,0.423,0.713,771.96,0.4
3219,Disciplined,0.4,0.757,701.86,0.4
3220,Weekend_Impulse,0.59,0.562,997.88,0.5
3221,Weekend_Impulse,0.615,0.481,1304.13,0.5
3222,Emotional_Night,0.778,0.395,989.88,0.6
3223,Disciplined,0.35,0.696,716.91,0.4
3224,Salary_Splurger,0.569,0.461,795.64,0.5
3225,Salary_Splurger,0.571,0.342,1651.66,0.5
3226,Emotional_Night,0.859,0.452,824.38,0.6
3227,Emotional_Night,0.773,0.339,528.17,0.6
3228,Weekend_Impulse,0.689,0.542,1004.29,0.5
3229,Emotional_Night,0.782,0.405,1246.4,0.6
3230,Emotional_Night,0.82,0.322,63.68,0.6
3231,Disciplined,0.392,0.799,1007.58,0.4
3232,Weekend_Impulse,0.61,0.506,1012.3,0.5
3233,Emotional_Night,0.742,0.332,641.67,0.6
3234,Disciplined,0.428,0.611,712.25,0.4
3235,Emotional_Night,0.738,0.39,554.9,0.6
3236,Emotional_Night,0.715,0.368,734.15,0.6
3237,Emotional_Night,0.779,0.398,340.68,0.6
3238,Weekend_Impulse,0.674,0.405,702.5,0.5
3239,Emotional_Night,0.71,0.454,1063.59,0.6
3240,Disciplined,0.301,0.746,998.35,0.4
3241,Disciplined,0.479,0.733,766.97,0.4
3242,Disciplined,0.364,0.703,945.28,0.4
3243,Weekend_Impulse,0.522,0.476,572.67,0.5
3244,Weekend_Impulse,0.612,0.578,1031.57,0.5
3245,Disciplined,0.312,0.661,762.53,0.4
3246,Weekend_Impulse,0.59,0.473,891.88,0.5
3247,Weekend_Impulse,0.622,0.477,1092.89,0.5
3248,Disciplined,0.378,0.718,812.04,0.4
3249,Disciplined,0.336,0.724,807.94,0.4
3250,Emotional_Night,0.878,0.293,522.71,0.6
3251,Disciplined,0.316,0.686,877.26,0.4
3252,Weekend_Impulse,0.637,0.581,709.32,0.5
3253,Disciplined,0.441,0.749,881.97,0.4
3254,Emotional_Night,0.82,0.381,88.31,0.6
3255,Disciplined,0.5,0.769,719.11,0.4
3256,Disciplined,0.495,0.74,635.72,0.4
3257,Weekend_Impulse,0.615,0.581,874.2,0.5
3258,Salary_Splurger,0.741,0.399,1500.4,0.5
3259,Weekend_Impulse,0.548,0.489,961.29,0.5
3260,Disciplined,0.419,0.692,747.63,0.4
3261,Emotional_Night,0.845,0.464,16.71,0.6
3262,Disciplined,0.469,0.651,785.54,0.4
3263,Disciplined,0.406,0.739,668.52,0.4
3264,Weekend_Impulse,0.691,0.422,788.08,0.5
3265,Salary_Splurger,0.682,0.425,1048.13,0.5
3266,Disciplined,0.369,0.734,827.15,0.4
3267,Disciplined,0.466,0.7,882.47,0.4
3268,Disciplined,0.383,0.782,870.39,0.4
3269,Weekend_Impulse,0.54,0.428,669.23,0.5
3270,Disciplined,0.337,0.657,605.95,0.4
3271,Disciplined,0.415,0.764,922.78,0.4
3272,Salary_Splurger,0.667,0.586,1857.85,0.5
3273,Weekend_Impulse,0.537,0.487,1013.8,0.5
3274,Weekend_Impulse,0.52,0.493,922.21,0.5
3275,Disciplined,0.401,0.746,1034.23,0.4
3276,Disciplined,0.406,0.731,864.31,0.4
3277,Weekend_Impulse,0.621,0.416,1205.39,0.5
3278,Emotional_Night,0.734,0.443,682.28,0.6
3279,Disciplined,0.471,0.67,736.95,0.4
3280,Emotional_Night,0.758,0.495,540.54,0.6
3281,Disciplined,0.425,0.751,800.53,0.4
3282,Disciplined,0.334,0.775,804.83,0.4
3283,Weekend_Impulse,0.675,0.432,1063.01,0.5
3284,Weekend_Impulse,0.62,0.554,1055.18,0.5
3285,Weekend_Impulse,0.527,0.544,1016.41,0.5
3286,Disciplined,0.378,0.76,887.33,0.4
3287,Disciplined,0.408,0.634,961.54,0.4
3288,Disciplined,0.471,0.615,792.9,0.4
3289,Weekend_Impulse,0.659,0.54,858.67,0.5
3290,Emotional_Night,0.863,0.27,491.36,0.6
3291,Weekend_Impulse,0.679,0.431,930.07,0.5
3292,Salary_Splurger,0.759,0.538,827.61,0.5
3293,Disciplined,0.348,0.749,896.1,0.4
3294,Weekend_Impulse,0.55,0.434,1171.73,0.5
3295,Salary_Splurger,0.728,0.437,1005.74,0.5
3296,Weekend_Impulse,0.678,0.589,971.59,0.5
3297,Disciplined,0.395,0.734,957.98,0.4
3298,Salary_Splurger,0.625,0.491,2019.09,0.5
3299,Salary_Splurger,0.709,0.552,2127.53,0.5
3300,Emotional_Night,0.83,0.321,614.59,0.6
3301,Emotional_Night,0.797,0.269,67.56,0.6
3302,Emotional_Night,0.778,0.465,740.48,0.6
3303,Salary_Splurger,0.707,0.37,1757.39,0.5
3304,Disciplined,0.467,0.709,726.35,0.4
3305,Disciplined,0.379,0.69,796.53,0.4
3306,Disciplined,0.435,0.752,719.55,0.4
3307,Salary_Splurger,0.556,0.321,1759.51,0.5
3308,Emotional_Night,0.818,0.484,602.25,0.6
3309,Salary_Splurger,0.604,0.476,1830.51,0.5
3310,Disciplined,0.349,0.754,734.75,0.4
3311,Weekend_Impulse,0.585,0.548,1110.09,0.5
3312,Disciplined,0.482,0.717,802.78,0.4
3313,Disciplined,0.483,0.648,953.88,0.4
3314,Weekend_Impulse,0.642,0.539,811.21,0.5
3315,Disciplined,0.453,0.765,809.12,0.4
3316,Salary_Splurger,0.681,0.518,1828.67,0.5
3317,Weekend_Impulse,0.621,0.502,1075.76,0.5
3318,Salary_Splurger,0.771,0.421,1048.14,0.5
3319,Disciplined,0.333,0.787,597.13,0.4
3320,Disciplined,0.336,0.659,734.58,0.4
3321,Weekend_Impulse,0.605,0.405,1087.78,0.5
3322,Emotional_Night,0.853,0.467,735.11,0.6
3323,Disciplined,0.481,0.613,712.57,0.4
3324,Salary_Splurger,0.786,0.513,1364.17,0.5
3325,Emotional_Night,0.819,0.45,278.57,0.6
3326,Salary_Splurger,0.74,0.544,1620.19,0.5
3327,Disciplined,0.397,0.731,778.16,0.4
3328,Weekend_Impulse,0.632,0.431,1204.36,0.5
3329,Weekend_Impulse,0.544,0.451,776.47,0.5
3330,Salary_Splurger,0.561,0.314,566.32,0.5
3331,Emotional_Night,0.765,0.262,768.21,0.6
3332,Disciplined,0.441,0.676,870.17,0.4
3333,Salary_Splurger,0.605,0.556,1656.94,0.5
3334,Emotional_Night,0.792,0.335,775.81,0.6
3335,Salary_Splurger,0.669,0.502,923.26,0.5
3336,Disciplined,0.353,0.776,972.93,0.4
3337,Weekend_Impulse,0.506,0.433,1392.76,0.5
3338,Emotional_Night,0.848,0.301,883.76,0.6
3339,Disciplined,0.451,0.736,845.37,0.4
3340,Weekend_Impulse,0.548,0.457,1074.79,0.5
3341,Emotional_Night,0.748,0.466,569.16,0.6
3342,Weekend_Impulse,0.537,0.525,1265.54,0.5
3343,Salary_Splurger,0.642,0.407,1536.66,0.5
3344,Disciplined,0.357,0.615,574.99,0.4
3345,Disciplined,0.403,0.679,774.73,0.4
3346,Disciplined,0.389,0.7,821.56,0.4
3347,Salary_Splurger,0.535,0.533,1443.65,0.5
3348,Weekend_Impulse,0.586,0.57,1105.82,0.5
3349,Emotional_Night,0.851,0.217,387.59,0.6
3350,Emotional_Night,0.894,0.299,179.1,0.6
3351,Emotional_Night,0.856,0.302,323.66,0.6
3352,Weekend_Impulse,0.509,0.49,1121.84,0.5
3353,Disciplined,0.458,0.637,721.97,0.4
3354,Salary_Splurger,0.687,0.585,1405.29,0.5
3355,Emotional_Night,0.734,0.275,852.63,0.6
3356,Disciplined,0.393,0.621,774.65,0.4
3357,Weekend_Impulse,0.529,0.423,937.46,0.5
3358,Weekend_Impulse,0.655,0.6,686.6,0.5
3359,Disciplined,0.402,0.787,866.03,0.4
3360,Weekend_Impulse,0.683,0.482,823.18,0.5
3361,Disciplined,0.368,0.674,805.62,0.4
3362,Weekend_Impulse,0.694,0.4,748.71,0.5
3363,Disciplined,0.374,0.614,923.45,0.4
3364,Disciplined,0.316,0.644,824.2,0.4
3365,Disciplined,0.345,0.665,599.78,0.4
3366,Weekend_Impulse,0.628,0.404,1083.14,0.5
3367,Salary_Splurger,0.651,0.559,1394.17,0.5
3368,Emotional_Night,0.858,0.33,1117.51,0.6
3369,Emotional_Night,0.865,0.461,539.08,0.6
3370,Disciplined,0.383,0.792,790.7,0.4
3371,Disciplined,0.41,0.605,807.02,0.4
3372,Disciplined,0.328,0.694,866.12,0.4
3373,Emotional_Night,0.859,0.496,870.72,0.6
3374,Weekend_Impulse,0.635,0.482,969.49,0.5
3375,Disciplined,0.417,0.701,718.44,0.4
3376,Weekend_Impulse,0.553,0.488,1003.83,0.5
3377,Weekend_Impulse,0.663,0.467,886.53,0.5
3378,Disciplined,0.393,0.732,872.1,0.4
3379,Disciplined,0.363,0.646,801.78,0.4
3380,Disciplined,0.365,0.632,874.81,0.4
3381,Weekend_Impulse,0.669,0.469,856.78,0.5
3382,Weekend_Impulse,0.658,0.524,1173.37,0.5
3383,Emotional_Night,0.859,0.459,716.58,0.6
3384,Emotional_Night,0.766,0.283,765.51,0.6
3385,Salary_Splurger,0.558,0.549,1941.01,0.5
3386,Emotional_Night,0.745,0.378,946.87,0.6
3387,Disciplined,0.336,0.753,924.36,0.4
3388,Disciplined,0.418,0.701,767.65,0.4
3389,Weekend_Impulse,0.53,0.427,942.49,0.5
3390,Disciplined,0.498,0.74,546.81,0.4
3391,Disciplined,0.473,0.704,932.76,0.4
3392,Weekend_Impulse,0.682,0.419,928.27,0.5
3393,Emotional_Night,0.761,0.388,960.56,0.6
3394,Emotional_Night,0.85,0.247,366.43,0.6
3395,Emotional_Night,0.848,0.252,1090.85,0.6
3396,Salary_Splurger,0.752,0.498,1823.5,0.5
3397,Disciplined,0.459,0.641,937.73,0.4
3398,Weekend_Impulse,0.629,0.488,1179.05,0.5
3399,Salary_Splurger,0.555,0.545,1135.27,0.5
3400,Emotional_Night,0.75,0.398,769.73,0.6
3401,Weekend_Impulse,0.643,0.546,1030.12,0.5
3402,Emotional_Night,0.753,0.212,672.3,0.6
3403,Salary_Splurger,0.8,0.544,1376.89,0.5
3404,Weekend_Impulse,0.513,0.599,589.17,0.5
3405,Salary_Splurger,0.582,0.453,1594.3,0.5
3406,Disciplined,0.3,0.698,777.0,0.4
3407,Disciplined,0.335,0.789,766.84,0.4
3408,Weekend_Impulse,0.511,0.477,1051.35,0.5
3409,Weekend_Impulse,0.525,0.551,826.7,0.5
3410,Weekend_Impulse,0.566,0.561,803.61,0.5
3411,Weekend_Impulse,0.508,0.538,1251.76,0.5
3412,Emotional_Night,0.847,0.218,546.14,0.6
3413,Disciplined,0.431,0.624,808.05,0.4
3414,Weekend_Impulse,0.635,0.418,850.88,0.5
3415,Disciplined,0.353,0.729,829.24,0.4
3416,Disciplined,0.361,0.789,754.11,0.4
3417,Disciplined,0.474,0.627,645.35,0.4
3418,Disciplined,0.34,0.69,731.85,0.4
3419,Weekend_Impulse,0.674,0.43,1209.54,0.5
3420,Weekend_Impulse,0.529,0.582,1121.21,0.5
3421,Disciplined,0.354,0.611,875.83,0.4
3422,Emotional_Night,0.884,0.221,273.74,0.6
3423,Salary_Splurger,0.796,0.377,3007.15,0.5
3424,Emotional_Night,0.753,0.472,796.09,0.6
3425,Emotional_Night,0.845,0.455,632.95,0.6
3426,Disciplined,0.433,0.723,857.49,0.4
3427,Weekend_Impulse,0.608,0.449,1125.21,0.5
3428,Disciplined,0.402,0.644,820.95,0.4
3429,Weekend_Impulse,0.53,0.44,1136.93,0.5
3430,Disciplined,0.335,0.614,717.86,0.4
3431,Disciplined,0.44,0.676,561.7,0.4
3432,Disciplined,0.415,0.75,741.73,0.4
3433,Disciplined,0.346,0.776,645.48,0.4
3434,Disciplined,0.383,0.777,740.35,0.4
3435,Weekend_Impulse,0.635,0.514,873.87,0.5
3436,Disciplined,0.378,0.61,695.1,0.4
3437,Disciplined,0.304,0.656,819.75,0.4
3438,Emotional_Night,0.869,0.498,790.34,0.6
3439,Disciplined,0.417,0.611,831.97,0.4
3440,Disciplined,0.371,0.736,820.15,0.4
3441,Emotional_Night,0.773,0.433,652.56,0.6
3442,Salary_Splurger,0.557,0.577,2189.75,0.5
3443,Salary_Splurger,0.586,0.481,1238.76,0.5
3444,Emotional_Night,0.794,0.44,494.16,0.6
3445,Disciplined,0.498,0.726,746.06,0.4
3446,Disciplined,0.375,0.758,703.99,0.4
3447,Emotional_Night,0.835,0.271,489.32,0.6
3448,Emotional_Night,0.838,0.33,755.64,0.6
3449,Weekend_Impulse,0.65,0.445,404.78,0.5
3450,Weekend_Impulse,0.666,0.452,1141.98,0.5
3451,Weekend_Impulse,0.529,0.497,824.27,0.5
3452,Weekend_Impulse,0.69,0.49,696.32,0.5
3453,Disciplined,0.409,0.758,951.57,0.4
3454,Disciplined,0.318,0.669,732.83,0.4
3455,Salary_Splurger,0.618,0.532,1269.05,0.5
3456,Salary_Splurger,0.747,0.525,1783.54,0.5
3457,Disciplined,0.449,0.755,761.47,0.4
3458,Weekend_Impulse,0.623,0.562,1143.33,0.5
3459,Disciplined,0.484,0.679,925.03,0.4
3460,Weekend_Impulse,0.526,0.556,1007.41,0.5
3461,Disciplined,0.477,0.625,776.2,0.4
3462,Salary_Splurger,0.592,0.572,1032.37,0.5
3463,Disciplined,0.415,0.764,926.89,0.4
3464,Salary_Splurger,0.605,0.385,1770.94,0.5
3465,Salary_Splurger,0.628,0.322,1661.01,0.5
3466,Weekend_Impulse,0.532,0.548,884.68,0.5
3467,Salary_Splurger,0.787,0.539,2215.78,0.5
3468,Weekend_Impulse,0.606,0.426,1014.44,0.5
3469,Emotional_Night,0.841,0.204,602.91,0.6
3470,Emotional_Night,0.847,0.442,658.12,0.6
3471,Emotional_Night,0.723,0.362,413.03,0.6
3472,Salary_Splurger,0.525,0.442,1329.01,0.5
3473,Disciplined,0.396,0.675,673.5,0.4
3474,Disciplined,0.323,0.722,546.77,0.4
3475,Salary_Splurger,0.617,0.393,2040.32,0.5
3476,Salary_Splurger,0.718,0.391,2094.66,0.5
3477,Weekend_Impulse,0.647,0.532,654.18,0.5
3478,Weekend_Impulse,0.684,0.513,1197.5,0.5
3479,Emotional_Night,0.871,0.218,782.05,0.6
3480,Disciplined,0.306,0.741,779.85,0.4
3481,Disciplined,0.327,0.681,990.96,0.4
3482,Emotional_Night,0.774,0.275,779.68,0.6
3483,Salary_Splurger,0.502,0.592,1232.14,0.5
3484,Disciplined,0.482,0.788,627.87,0.4
3485,Salary_Splurger,0.756,0.301,1934.56,0.5
3486,Emotional_Night,0.719,0.245,627.85,0.6
3487,Salary_Splurger,0.561,0.427,1463.26,0.5
3488,Emotional_Night,0.846,0.448,404.56,0.6
3489,Emotional_Night,0.77,0.302,760.64,0.6
3490,Disciplined,0.442,0.669,893.01,0.4
3491,Disciplined,0.311,0.752,726.96,0.4
3492,Emotional_Night,0.777,0.29,898.74,0.6
3493,Emotional_Night,0.831,0.402,786.41,0.6
3494,Weekend_Impulse,0.515,0.498,855.74,0.5
3495,Salary_Splurger,0.579,0.413,1327.64,0.5
3496,Weekend_Impulse,0.631,0.531,850.66,0.5
3497,Emotional_Night,0.749,0.369,1286.03,0.6
3498,Disciplined,0.311,0.747,720.42,0.4
3499,Disciplined,0.454,0.652,843.83,0.4
3500,Weekend_Impulse,0.547,0.412,748.04,0.5
3501,Weekend_Impulse,0.518,0.564,694.25,0.5
3502,Disciplined,0.364,0.682,768.19,0.4
3503,Disciplined,0.308,0.615,779.76,0.4
3504,Disciplined,0.347,0.601,886.78,0.4
3505,Emotional_Night,0.775,0.33,639.66,0.6
3506,Disciplined,0.401,0.632,777.42,0.4
3507,Weekend_Impulse,0.591,0.571,1029.43,0.5
3508,Disciplined,0.321,0.76,851.64,0.4
3509,Disciplined,0.368,0.706,827.25,0.4
3510,Disciplined,0.348,0.775,757.97,0.4
3511,Disciplined,0.327,0.759,781.95,0.4
3512,Weekend_Impulse,0.632,0.476,986.82,0.5
3513,Disciplined,0.424,0.739,922.73,0.4
3514,Salary_Splurger,0.585,0.443,1550.87,0.5
3515,Emotional_Night,0.753,0.327,538.96,0.6
3516,Emotional_Night,0.868,0.274,658.7,0.6
3517,Weekend_Impulse,0.55,0.56,920.54,0.5
3518,Disciplined,0.358,0.669,857.03,0.4
3519,Salary_Splurger,0.683,0.535,2347.56,0.5
3520,Disciplined,0.413,0.662,768.81,0.4
3521,Salary_Splurger,0.622,0.304,2252.33,0.5
3522,Disciplined,0.374,0.612,669.42,0.4
3523,Salary_Splurger,0.556,0.473,1142.24,0.5
3524,Salary_Splurger,0.528,0.496,1109.26,0.5
3525,Emotional_Night,0.89,0.444,846.51,0.6
3526,Disciplined,0.483,0.793,771.3,0.4
3527,Disciplined,0.478,0.698,823.92,0.4
3528,Weekend_Impulse,0.618,0.421,962.23,0.5
3529,Weekend_Impulse,0.622,0.439,904.68,0.5
3530,Weekend_Impulse,0.677,0.567,857.59,0.5
3531,Salary_Splurger,0.749,0.317,681.6,0.5
3532,Salary_Splurger,0.736,0.428,1843.55,0.5
3533,Salary_Splurger,0.68,0.408,1475.24,0.5
3534,Disciplined,0.404,0.78,881.73,0.4
3535,Salary_Splurger,0.509,0.377,1586.44,0.5
3536,Salary_Splurger,0.765,0.574,1245.21,0.5
3537,Disciplined,0.456,0.71,786.16,0.4
3538,Weekend_Impulse,0.533,0.566,1394.89,0.5
3539,Disciplined,0.385,0.743,999.15,0.4
3540,Salary_Splurger,0.745,0.568,1195.44,0.5
3541,Disciplined,0.381,0.707,771.69,0.4
3542,Disciplined,0.473,0.693,824.25,0.4
3543,Disciplined,0.364,0.628,568.77,0.4
3544,Disciplined,0.317,0.752,839.72,0.4
3545,Disciplined,0.318,0.734,735.47,0.4
3546,Disciplined,0.436,0.74,987.93,0.4
3547,Emotional_Night,0.782,0.289,683.91,0.6
3548,Disciplined,0.483,0.627,796.56,0.4
3549,Disciplined,0.324,0.792,604.61,0.4
3550,Disciplined,0.404,0.607,760.76,0.4
3551,Salary_Splurger,0.687,0.353,1640.19,0.5
3552,Emotional_Night,0.705,0.468,689.3,0.6
3553,Salary_Splurger,0.773,0.585,1299.31,0.5
3554,Disciplined,0.311,0.689,839.29,0.4
3555,Emotional_Night,0.712,0.293,72.83,0.6
3556,Emotional_Night,0.781,0.415,550.99,0.6
3557,Emotional_Night,0.776,0.206,484.36,0.6
3558,Disciplined,0.479,0.619,807.83,0.4
3559,Disciplined,0.422,0.607,798.99,0.4
3560,Salary_Splurger,0.798,0.529,1112.64,0.5
3561,Disciplined,0.494,0.683,756.96,0.4
3562,Weekend_Impulse,0.533,0.404,1135.35,0.5
3563,Weekend_Impulse,0.514,0.598,947.85,0.5
3564,Emotional_Night,0.803,0.258,1044.68,0.6
3565,Disciplined,0.429,0.649,924.12,0.4
3566,Weekend_Impulse,0.622,0.502,693.46,0.5
3567,Weekend_Impulse,0.561,0.505,711.5,0.5
3568,Salary_Splurger,0.775,0.43,1371.14,0.5
3569,Emotional_Night,0.87,0.226,440.94,0.6
3570,Weekend_Impulse,0.505,0.587,1460.41,0.5
3571,Disciplined,0.449,0.738,656.45,0.4
3572,Emotional_Night,0.892,0.205,482.63,0.6
3573,Disciplined,0.3,0.75,917.34,0.4
3574,Weekend_Impulse,0.619,0.581,1031.59,0.5
3575,Disciplined,0.419,0.736,967.0,0.4
3576,Emotional_Night,0.845,0.425,523.8,0.6
3577,Weekend_Impulse,0.525,0.599,1212.66,0.5
3578,Disciplined,0.433,0.737,943.94,0.4
